name,sport,nationality,sex,date_of_birth,age (at start of games),height (m),weight (kg),BMI,gold,silver,bronze,
Florian Orth,athletics,GER,male,7/24/89,27.1,1.81,63,19.2,0,0,0,
Florian Reichstaedter,sailing,AUT,male,7/3/80,36.1,1.80,71,21.9,0,0,0,
Florian Skilang Temengil,wrestling,PLW,male,11/4/86,29.8,1.85,125,36.5,0,0,0,
Florian Vogel,aquatics,GER,male,9/2/94,21.9,1.80,70,21.6,0,0,0,
Florian Wellbrock,aquatics,GER,male,8/19/97,19.0,1.85,70,20.5,0,0,0,
Floriane Gnafoua,athletics,FRA,female,1/30/96,20.5,1.58,60,24.0,0,0,0,
Florin Mergea,tennis,ROU,male,1/26/85,31.5,1.82,79,23.8,0,1,0,
Florina Chintoan,handball,ROU,female,12/6/85,30.7,1.78,67,21.1,0,0,0,
Florina Pierdevara,athletics,ROU,female,3/29/90,26.4,1.72,53,17.9,0,0,0,
Florina-Sorina Hulpan,weightlifting,ROU,female,3/7/97,19.4,1.58,68,27.2,0,0,0,
Folau Niua,rugby sevens,USA,male,1/27/85,31.5,1.83,88,26.3,0,0,0,
Foluke Akinradewo,volleyball,USA,female,10/5/87,28.9,1.91,79,21.7,0,0,1,
Formiga,football,BRA,female,3/3/78,38.5,1.62,57,21.7,0,0,0,
Fouad Elkaam,athletics,MAR,male,5/27/88,28.2,1.88,70,19.8,0,0,0,
Francelina Cabral,cycling,TLS,female,3/23/85,31.4,1.65,,,0,0,0,
Francena McCorory,athletics,USA,female,10/20/88,27.8,1.71,68,23.3,1,0,0,
Frances Houghton,rowing,GBR,female,9/19/80,35.9,1.93,80,21.5,0,1,0,
Francesca Clapcich,sailing,ITA,female,1/28/88,28.5,1.77,68,21.7,0,0,0,
Francesca Dallape',aquatics,ITA,female,6/24/86,30.1,1.64,58,21.6,0,1,0,
Francesca Deidda,aquatics,ITA,female,1/16/92,24.6,1.64,52,19.3,0,0,0,
Francesca Halsall,aquatics,GBR,female,4/12/90,26.3,1.71,64,21.9,0,0,0,
Francesca Pattaro,cycling,ITA,female,3/12/95,21.4,1.70,58,20.1,0,0,0,
Francesca Pomeri,aquatics,ITA,female,2/18/93,23.5,1.74,76,25.1,0,1,0,
Francesco di Fulvio,aquatics,ITA,male,8/15/93,23.0,1.90,88,24.4,0,0,1,
Francesco Fossi,rowing,ITA,male,4/15/88,28.3,1.99,98,24.7,0,0,0,
Francesco Lamon,cycling,ITA,male,2/5/94,22.5,1.73,60,20.0,0,0,0,
Francesco Marrai,sailing,ITA,male,2/4/93,23.5,1.87,82,23.4,0,0,0,
Francie Turner,rowing,NZL,female,4/6/92,24.3,1.59,50,19.8,0,0,0,
Franciela Krasucki,athletics,BRA,female,4/26/88,28.3,1.68,63,22.3,0,0,0,
Francielle Rocha,handball,BRA,female,6/10/92,24.2,1.66,58,21.0,0,0,0,
Francielly Pereira,gymnastics,BRA,female,11/10/95,20.8,1.66,47,17.1,0,0,0,
Francine Niyonsaba,athletics,BDI,female,5/5/93,23.3,1.66,60,21.8,0,1,0,
Francisca Crovetto Chadid,shooting,CHI,female,4/27/90,26.3,1.60,54,21.1,0,0,0,
Francisca Laia,canoe,POR,female,5/31/94,22.2,1.63,58,21.8,0,0,0,
Francisco Arcilla,athletics,ESP,male,1/14/84,32.6,1.71,58,19.8,0,0,0,
Francisco Barretto Junior,gymnastics,BRA,male,10/31/89,26.8,1.75,72,23.5,0,0,0,
Francisco Boza,shooting,PER,male,9/19/64,51.9,1.80,96,29.6,0,0,0,
Francisco Cortes,hockey,ESP,male,3/29/83,33.4,1.81,80,24.4,0,0,0,
Francisco Ducasse,sailing,CHI,male,12/3/96,19.7,1.75,68,22.2,0,0,0,
Francisco Fernandez Miranda,aquatics,ESP,male,6/21/86,30.1,1.85,83,24.3,0,0,0,
Francisco Garrigos,judo,ESP,male,12/9/94,21.7,1.60,60,23.4,0,0,0,
Francisco Hernandez,rugby sevens,ESP,male,10/28/88,27.8,1.73,78,26.1,0,0,0,
Francisco Limardo,fencing,VEN,male,3/27/87,29.4,1.80,75,23.1,0,0,0,
Franck Elemba,athletics,CGO,male,7/21/90,26.1,1.98,130,33.2,0,0,0,
Franck Lafitte,volleyball,FRA,male,3/8/89,27.4,2.03,94,22.8,0,0,0,
Franck Solforosi,rowing,FRA,male,9/10/84,31.9,1.84,70,20.7,0,0,1,
Francky Mbotto,athletics,CAF,male,9/2/97,18.9,1.81,68,20.8,0,0,0,
Franco Donato,shooting,EGY,male,9/8/81,34.9,1.65,64,23.5,0,0,0,
Franco Sabato,rugby sevens,ARG,male,1/13/90,26.6,1.86,81,23.4,0,0,0,
Francois Heersbrandt,aquatics,BEL,male,12/12/89,26.7,1.79,76,23.7,0,0,0,
Francois Hougaard,rugby sevens,RSA,male,4/6/88,28.4,1.79,93,29.0,0,0,1,
Francois Pervis,cycling,FRA,male,10/16/84,31.8,1.80,88,27.2,0,0,1,
Frank Aniello Molinaro,wrestling,USA,male,12/27/88,27.6,1.68,68,24.1,0,0,0,
Frank Chamizo Marquez,wrestling,ITA,male,7/10/92,24.1,1.72,65,22.0,0,0,1,
Frank de Wit,judo,NED,male,2/13/96,20.5,1.84,81,23.9,0,0,0,
Frank Rijken,gymnastics,NED,male,11/24/96,19.7,1.69,67,23.5,0,0,0,
Frank Schleck,cycling,LUX,male,4/15/80,36.3,1.85,63,18.4,0,0,0,
Frank Staebler,wrestling,GER,male,6/27/89,27.1,1.74,74,24.4,0,0,0,
Frank Thompson,shooting,USA,male,3/11/88,28.4,1.81,79,24.1,0,0,0,
Franklin Gomez,wrestling,PUR,male,8/5/86,30.0,1.77,65,20.7,0,0,0,
Frantz Dorsainvil,aquatics,HAI,male,7/2/91,25.1,1.70,59,20.4,0,0,0,
Franz Anton,canoe,GER,male,10/23/89,26.8,1.73,70,23.4,0,0,0,
Franzisca Hauke,hockey,GER,female,9/10/89,26.9,1.72,63,21.3,0,0,1,
Franziska Hentke,aquatics,GER,female,6/4/89,27.2,1.72,62,21.0,0,0,0,
Franziska Weber,canoe,GER,female,5/24/89,27.2,1.76,70,22.6,0,2,0,
Freddie Woodward,aquatics,GBR,male,6/23/95,21.1,1.78,75,23.7,0,0,0,
Freddy Figueroa,judo,ECU,male,11/26/94,21.7,1.92,,,0,0,0,
Freddy Mezones,athletics,VEN,male,9/24/87,28.9,1.70,68,23.5,0,0,0,
Frederic Winters,volleyball,CAN,male,9/25/82,33.9,1.95,98,25.8,0,0,0,
Frederick Bousquet,aquatics,FRA,male,4/8/81,35.4,1.88,84,23.8,0,0,0,
Frederico Venancio,football,POR,male,2/4/93,23.5,1.86,77,22.3,0,0,0,
Frederik Borsting,football,DEN,male,2/13/95,21.5,1.84,78,23.0,0,0,0,
Frederik Madsen,cycling,DEN,male,1/22/98,18.5,1.87,73,20.9,0,0,1,
Fredrik Bergstrom,sailing,SWE,male,7/9/90,26.1,1.76,64,20.7,0,0,0,
Fredrik Petersen,handball,SWE,male,8/27/83,33.0,1.88,80,22.6,0,0,0,
Frida Andersen,equestrian,SWE,female,6/9/90,26.2,1.64,67,24.9,0,0,0,
Frida Tegstedt,handball,SWE,female,7/17/87,29.1,1.80,80,24.7,0,0,0,
Fridolina Rolfo,football,SWE,female,11/24/93,22.7,1.78,74,23.4,0,0,0,
Friederike Mohlenkamp,athletics,GER,female,11/19/92,23.7,1.76,63,20.3,0,0,0,
Fu Yu,table tennis,POR,female,11/29/78,37.7,1.73,60,20.0,0,0,0,
Furkan Sen,athletics,TUR,male,2/8/94,22.5,1.75,74,24.2,0,0,0,
Fusheng Zhang,shooting,CHN,male,9/20/93,22.9,1.84,68,20.1,0,0,0,
Gaber Mohamed,weightlifting,EGY,male,9/1/85,30.9,1.80,105,32.4,0,0,0,
Gabor Balog,aquatics,HUN,male,9/2/90,25.9,1.86,83,24.0,0,0,0,
Gabor Boczko,fencing,HUN,male,4/1/77,39.4,1.92,90,24.4,0,0,1,
Gabor Faldum,triathlon,HUN,male,6/24/88,28.1,1.72,64,21.6,0,0,0,
Gabor Jozsa,athletics,HUN,male,8/18/83,33.0,1.70,59,20.4,0,0,0,
Gabor Kis,aquatics,HUN,male,9/27/82,33.9,1.94,115,30.6,0,0,0,
Gabriel Barbosa,football,BRA,male,8/30/96,19.9,1.76,68,22.0,1,0,0,
Gabriel Borges,sailing,BRA,male,2/24/92,24.5,1.80,73,22.5,0,0,0,
Gabriel Deck,basketball,ARG,male,2/8/95,21.5,1.97,107,27.6,0,0,0,
Gabriel Ho-Garcia,hockey,CAN,male,5/19/93,23.2,1.70,70,24.2,0,0,0,
Gabriel Jesus,football,BRA,male,4/3/97,19.4,1.75,68,22.2,1,0,0,
Gabriel Maestre,boxing,VEN,male,9/22/86,29.9,1.79,,,0,0,0,
Gabriel Mvumvure,athletics,ZIM,male,2/23/88,28.5,1.77,70,22.3,0,0,0,
Gabriel Santos,aquatics,BRA,male,5/4/96,20.3,1.84,83,24.5,0,0,0,
Gabriel Sincraian,weightlifting,ROU,male,12/21/88,27.6,1.74,84,27.7,0,0,1,
Gabriela Aguirre,hockey,ARG,female,2/19/86,30.5,1.64,58,21.6,0,0,0,
Gabriela Bayardo,archery,MEX,female,2/18/94,22.5,1.68,73,25.9,0,0,0,
Gabriela Braga Guimaraes,volleyball,BRA,female,5/19/94,22.2,1.76,59,19.0,0,0,0,
Gabriela Dabrowski,tennis,CAN,female,4/1/92,24.4,1.80,84,25.9,0,0,0,
Gabriela Mantellato,aquatics,BRA,female,10/28/91,24.8,1.75,76,24.8,0,0,0,
Gabriela Mosqueira,rowing,PAR,female,4/5/90,26.4,1.63,60,22.6,0,0,0,
Gabriela Perianu,handball,ROU,female,6/20/94,22.1,1.87,80,22.9,0,0,0,
Gabriela Petrova,athletics,BUL,female,6/29/92,24.1,1.67,58,20.8,0,0,0,
Gabriela Stafford,athletics,CAN,female,9/13/95,20.9,1.63,53,19.9,0,0,0,
Gabriela Stoeva,badminton,BUL,female,7/15/94,22.1,1.69,63,22.1,0,0,0,
Gabriele Detti,aquatics,ITA,male,8/29/94,22.0,1.84,79,23.3,0,0,2,
Gabriele Rossetti,shooting,ITA,male,3/7/95,21.4,1.76,65,21.0,1,0,0,
Gabriella Doueihy,aquatics,LIB,female,4/30/99,17.3,,,,0,0,0,
Gabriella Szabo,canoe,HUN,female,8/14/86,30.0,1.70,62,21.5,2,0,0,
Gabriella Szucs,handball,ROU,female,8/31/84,32.0,1.84,78,23.0,0,0,0,
Gabriella Szucs,aquatics,HUN,female,3/7/88,28.4,1.83,74,22.1,0,0,0,
Gabrielle Adcock,badminton,GBR,female,9/30/90,25.9,1.67,,,0,0,0,
Gabrielle Carle,football,CAN,female,10/12/98,17.8,1.67,55,19.7,0,0,0,
Gabrielle Douglas,gymnastics,USA,female,12/31/95,20.6,1.50,49,21.8,1,0,0,
Gabrielle Moraes da Silva,gymnastics,BRA,female,3/4/97,19.4,1.64,50,18.6,0,0,0,
Gabrielle Nance,hockey,AUS,female,7/29/94,22.0,1.69,55,19.3,0,0,0,
Gabrielle Roncatto,aquatics,BRA,female,7/19/98,18.1,1.65,60,22.0,0,0,0,
Gaby Diana Ahrens,shooting,NAM,female,3/15/81,35.4,1.69,60,21.0,0,0,0,
Gaby Lopez,golf,MEX,female,11/9/93,22.8,1.66,58,21.0,0,0,0,
Gael Monfils,tennis,FRA,male,9/1/86,29.9,1.93,84,22.6,0,0,0,
Gael Suter,cycling,SUI,male,3/23/92,24.4,1.76,70,22.6,0,0,0,
Gaelle Mys,gymnastics,BEL,female,11/16/91,24.7,1.44,57,27.5,0,0,0,
Gaelle Skrela,basketball,FRA,female,1/24/83,33.6,1.77,70,22.3,0,0,0,
Gaelle Verlaine Nayo Ketchanke,weightlifting,FRA,female,4/20/88,28.3,1.74,74,24.4,0,0,0,
Gagan Narang,shooting,IND,male,5/6/83,33.3,1.80,115,35.5,0,0,0,
Gakuto Notsuda,football,JPN,male,6/6/94,22.2,1.75,70,22.9,0,0,0,
Gal Nevo,aquatics,ISR,male,6/29/87,29.1,1.80,80,24.7,0,0,0,
Galal Yafai,boxing,GBR,male,12/11/92,23.7,1.58,,,0,0,0,
Galen Rupp,athletics,USA,male,5/8/86,30.3,1.81,61,18.6,0,0,1,
Galia Dvorak,table tennis,ESP,female,4/1/88,28.4,,,,0,0,0,
Galina Voskoboeva,tennis,KAZ,female,12/18/84,31.7,1.83,67,20.0,0,0,0,
Galymzhan Usserbayev,wrestling,KAZ,male,12/19/88,27.6,1.73,74,24.7,0,0,0,
Galyna Obleshchuk,athletics,UKR,female,2/23/89,27.5,1.77,94,30.0,0,0,0,
Ganapathi Krishnan,athletics,IND,male,6/29/89,27.1,,,,0,0,0,
Gan-Erdene Gankhuyag,boxing,MGL,male,3/29/93,23.4,1.62,,,0,0,0,
Ganna Krasnoshlyk,aquatics,UKR,female,3/6/96,20.4,1.71,59,20.2,0,0,0,
Ganna Rizatdinova,gymnastics,UKR,female,7/16/93,23.1,1.73,47,15.7,0,0,1,
Ganna Solovei,cycling,UKR,female,1/31/92,24.5,1.67,56,20.1,0,0,0,
Gantugs Jantsan,archery,MGL,male,4/12/72,44.3,1.75,73,23.8,0,0,0,
Gantulga Dambadarjaa,athletics,MGL,male,2/3/89,27.5,1.70,58,20.1,0,0,0,
Gaone Leaname Maotoanong,athletics,BOT,male,5/7/91,25.3,,,,0,0,0,
Garbine Muguruza,tennis,ESP,female,10/8/93,22.8,1.84,72,21.3,0,0,0,
Garnik Mnatsakanyan,wrestling,ARM,male,11/7/89,26.8,1.61,57,22.0,0,0,0,
Garrett Bender,rugby sevens,USA,male,12/2/91,24.7,1.94,104,27.6,0,0,0,
Gary O'Donovan,rowing,IRL,male,12/30/92,23.6,1.72,70,23.7,0,1,0,
Gary Russell,boxing,USA,male,6/14/96,20.2,1.73,,,0,0,0,
Gaspar Csere,athletics,HUN,male,8/12/91,25.0,1.71,55,18.8,0,0,0,
Gastao Elias,tennis,POR,male,11/24/90,25.7,1.82,75,22.6,0,0,0,
Gaston Revol,rugby sevens,ARG,male,11/26/86,29.7,1.70,76,26.3,0,0,0,
Gaurika Singh,aquatics,NEP,female,11/26/02,13.7,1.55,45,18.7,0,0,0,
Gauthier Boccard,hockey,BEL,male,8/26/91,25.0,1.86,79,22.8,0,1,0,
Gauthier Grumier,fencing,FRA,male,5/29/84,32.2,1.91,83,22.8,1,0,1,
Gauthier Klauss,canoe,FRA,male,12/17/87,28.7,1.71,65,22.2,0,0,1,
Gavin Ben Sutherland,archery,ZIM,male,6/26/79,37.1,1.86,78,22.5,0,0,0,
Gavin Kyle Green,golf,MAS,male,12/28/93,22.6,1.87,91,26.0,0,0,0,
Gavin Mogopa,judo,BOT,male,4/2/96,20.4,1.79,60,18.7,0,0,0,
Gavin Schmitt,volleyball,CAN,male,1/27/86,30.5,2.08,106,24.5,0,0,0,
Gayane Chiloyan,athletics,ARM,female,9/27/00,15.9,1.64,54,20.1,0,0,0,
Gayle Broughton,rugby sevens,NZL,female,6/5/96,20.2,1.74,70,23.1,0,1,0,
Gbahi Gwladys Sakoa,fencing,CIV,female,12/3/92,23.7,1.71,64,21.9,0,0,0,
Geisa Aparecida Coutinho,athletics,BRA,female,6/1/80,36.2,1.61,55,21.2,0,0,0,
Geisa Arcanjo,athletics,BRA,female,9/19/91,24.9,1.60,60,23.4,0,0,0,
Gelena Topilina,aquatics,RUS,female,1/11/94,22.6,1.75,56,18.3,1,0,0,
Gelete Burka,athletics,ETH,female,1/23/86,30.6,1.60,43,16.8,0,0,0,
Gelly Skarlatou,sailing,GRE,female,1/28/76,40.5,1.65,57,20.9,0,0,0,
Gemma Acheampong,athletics,GHA,female,2/13/93,23.5,1.63,54,20.3,0,0,0,
Gemma Beadsworth,aquatics,AUS,female,7/17/87,29.1,1.80,78,24.1,0,0,0,
Gemma Etheridge,rugby sevens,AUS,female,12/1/86,29.7,1.69,66,23.1,1,0,0,
Gemma Flynn,hockey,NZL,female,5/2/90,26.3,1.68,60,21.3,0,0,0,
Gemma Jones,sailing,NZL,female,1/7/94,22.6,1.65,59,21.7,0,0,0,
Gemma Mengual,aquatics,ESP,female,4/12/77,39.3,1.73,56,18.7,0,0,0,
Gemma Tattersall,equestrian,GBR,female,3/12/85,31.4,1.65,69,25.3,0,0,0,
Gen Li,basketball,CHN,male,8/15/88,28.0,1.96,110,28.6,0,0,0,
Genevieve Behrent,rowing,NZL,female,9/25/90,25.9,1.83,73,21.8,0,1,0,
Genevieve Horton,rowing,AUS,female,1/6/95,21.6,1.79,72,22.5,0,0,0,
Genevieve Lacaze,athletics,AUS,female,8/4/89,27.0,1.64,53,19.7,0,0,0,
Genevieve Lalonde,athletics,CAN,female,9/5/91,24.9,1.70,58,20.1,0,0,0,
Genevieve Orton,canoe,CAN,female,5/13/84,32.3,1.70,62,21.5,0,0,0,
Genevra Stone,rowing,USA,female,7/11/85,31.1,1.83,71,21.2,0,1,0,
Geno Petriashvili,wrestling,GEO,male,4/1/94,22.4,1.98,125,31.9,0,0,1,
Genzebe Dibaba,athletics,ETH,female,2/8/91,25.5,1.68,52,18.4,0,1,0,
Geoffrey Butler,aquatics,CAY,male,12/7/95,20.7,1.88,84,23.8,0,0,0,
Geoffrey Cheah,aquatics,HKG,male,11/10/90,25.8,1.85,77,22.5,0,0,0,
Geoffrey Kipsang Kamworor,athletics,KEN,male,11/22/92,23.7,1.72,58,19.6,0,0,0,
Georcy Thiffeault Picard,archery,CAN,female,2/8/91,25.5,1.76,78,25.2,0,0,0,
Georg Preidler,cycling,AUT,male,6/17/90,26.2,1.89,70,19.6,0,0,0,
George Bennett,cycling,NZL,male,4/7/90,26.3,1.81,58,17.7,0,0,0,
George Bovell Iii,aquatics,TTO,male,7/18/83,33.1,1.96,74,19.3,0,0,0,
George Bridgewater,rowing,NZL,male,1/18/83,33.6,2.00,97,24.3,0,0,0,
George Ford,aquatics,AUS,male,2/24/93,23.5,1.92,95,25.8,0,0,0,
George Nash,rowing,GBR,male,10/2/89,26.9,1.95,96,25.2,1,0,0,
George Palamariu,rowing,ROU,male,3/17/91,25.4,1.97,106,27.3,0,0,0,
George Pinner,hockey,GBR,male,1/18/87,29.6,1.92,92,25.0,0,0,0,
Georgi Bozhilov,rowing,BUL,male,4/9/89,27.3,2.01,107,26.5,0,0,0,
Georgi Ivanov,athletics,BUL,male,3/13/85,31.4,1.88,138,39.0,0,0,0,
Georgi Ivanov Ivanov,wrestling,BUL,male,11/11/89,26.8,1.70,78,27.0,0,0,0,
Georgi Tsonov,athletics,BUL,male,5/2/93,23.3,1.76,70,22.6,0,0,0,
Georgia Baker,cycling,AUS,female,9/21/94,21.9,1.79,66,20.6,0,0,0,
Georgia Bohl,aquatics,AUS,female,4/11/97,19.3,1.67,54,19.4,0,0,0,
Georgia Coates,aquatics,GBR,female,2/19/99,17.5,1.74,63,20.8,0,0,0,
Georgia Davies,aquatics,GBR,female,10/11/90,25.8,1.75,64,20.9,0,0,0,
Georgia Nanscawen,hockey,AUS,female,5/27/92,24.2,1.60,59,23.0,0,0,0,
Georgia Simmerling,cycling,CAN,female,3/11/89,27.4,1.72,67,22.6,0,0,1,
Georgia Williams,cycling,NZL,female,8/25/93,23.0,1.70,60,20.8,0,0,0,
Georgii Ketoev,wrestling,ARM,male,11/19/85,30.7,1.90,100,27.7,0,0,0,
Georgii Zantaraia,judo,UKR,male,10/21/87,28.8,1.71,66,22.6,0,0,0,
Georgina Klug,volleyball,ARG,female,6/11/84,32.2,1.72,64,21.6,0,0,0,
Georgina Morgan,hockey,AUS,female,5/15/93,23.2,1.79,70,21.8,0,0,0,
Georgina Oliva,hockey,ESP,female,7/18/90,26.1,1.60,53,20.7,0,0,0,
Georgina Parker,hockey,AUS,female,4/26/89,27.3,1.59,68,26.9,0,0,0,
Georgina Pota,table tennis,HUN,female,1/13/85,31.6,1.73,63,21.0,0,0,0,
Georgina Twigg,hockey,GBR,female,11/21/90,25.7,1.60,62,24.2,1,0,0,
Georgios Dervisis,aquatics,GRE,male,10/30/94,21.8,1.95,92,24.2,0,0,0,
Georgios Tziallas,rowing,GRE,male,7/14/87,29.1,1.89,91,25.5,0,0,0,
Georgiy Sheiko,athletics,KAZ,male,8/24/89,27.0,1.84,68,20.1,0,0,0,
Geraint Thomas,cycling,GBR,male,5/25/86,30.2,1.83,70,20.9,0,0,0,
Gerald Giraldo,athletics,COL,male,3/21/89,27.4,1.75,60,19.6,0,0,0,
Gerald Phiri,athletics,ZAM,male,10/6/88,27.8,1.78,79,24.9,0,0,0,
Gerardo Menendez Mieres,equestrian,ESP,male,9/11/76,39.9,1.85,80,23.4,0,0,0,
Gerasim Kochnev,canoe,UZB,male,3/20/87,29.4,1.78,85,26.8,0,0,0,
Gerco Schroder,equestrian,NED,male,7/28/78,38.0,1.65,72,26.4,0,0,0,
Gerd Kanter,athletics,EST,male,5/6/79,37.3,1.96,125,32.5,0,0,0,
Gerek Meinhardt,fencing,USA,male,7/27/90,26.0,1.83,79,23.6,0,0,1,
Gergely Gyurta,aquatics,HUN,male,9/12/91,24.9,1.75,70,22.9,0,0,0,
Gergo Kis,aquatics,HUN,male,1/19/88,28.6,1.83,80,23.9,0,0,0,
Gergo Zalanki,aquatics,HUN,male,2/26/95,21.5,1.92,85,23.1,0,0,0,
Gerina Piller,golf,USA,female,3/29/85,31.4,1.71,64,21.9,0,0,0,
Germain Chardin,rowing,FRA,male,5/15/83,33.2,1.95,90,23.7,0,0,0,
German Chiaraviglio,athletics,ARG,male,4/16/87,29.3,1.95,84,22.1,0,0,0,
German Lauro,athletics,ARG,male,4/2/84,32.4,1.86,127,36.7,0,0,0,
German Sanchez,aquatics,MEX,male,6/24/92,24.1,1.65,60,22.0,0,1,0,
German Schulz,rugby sevens,ARG,male,2/5/94,22.5,1.88,95,26.9,0,0,0,
Gernot Rumpler,shooting,AUT,male,2/21/94,22.5,1.89,86,24.1,0,0,0,
Geronimo Rulli,football,ARG,male,5/20/92,24.2,1.75,74,24.2,0,0,0,
Gesa Felicitas Krause,athletics,GER,female,8/3/92,24.0,1.67,51,18.3,0,0,0,
Geumyoung Jang,shooting,KOR,female,5/4/80,36.3,1.63,51,19.2,0,0,0,
Gevrise Emane,judo,FRA,female,7/27/82,34.0,1.62,70,26.7,0,0,0,
Geza Imre,fencing,HUN,male,12/23/74,41.6,1.84,75,22.2,0,1,1,
Ghader Mizbani Iranagh,cycling,IRI,male,12/6/75,40.7,1.75,67,21.9,0,0,0,
Ghasem Gholamreza Rezaei,wrestling,IRI,male,8/18/85,31.0,1.85,100,29.2,0,0,1,
Ghirmay Ghebreslassie,athletics,ERI,male,11/14/95,20.7,,,,0,0,0,
Ghislain Perrier,fencing,BRA,male,5/17/87,29.2,1.79,75,23.4,0,0,0,
Ghislaine Landry,rugby sevens,CAN,female,4/27/88,28.3,1.63,65,24.5,0,0,1,
Ghofran Ahmed,taekwondo,EGY,male,9/30/92,23.9,1.92,68,18.4,0,0,0,
Ghofrane Mohamed,athletics,SYR,female,6/6/89,27.2,1.68,60,21.3,0,0,0,
Ghulam Mustafa Bashir,shooting,PAK,male,7/4/87,29.1,1.80,74,22.8,0,0,0,
Gi Jung Kim,badminton,KOR,male,8/14/90,26.0,1.79,83,25.9,0,0,0,
Gianina Beleaga,rowing,ROU,female,5/21/95,21.2,1.78,57,18.0,0,0,0,
Gideoni Monteiro,cycling,BRA,male,9/2/89,26.9,1.80,77,23.8,0,0,0,
Giedrius Titenis,aquatics,LTU,male,7/21/89,27.1,1.93,95,25.5,0,0,0,
Gift Motupa,football,RSA,male,9/23/94,21.9,1.76,76,24.5,0,0,0,
Gil Cohen,sailing,ISR,female,7/7/92,24.1,1.70,62,21.5,0,0,0,
Gil Roberts,athletics,USA,male,3/15/89,27.4,1.88,81,22.9,1,0,0,
Gilda Casanova,athletics,CUB,female,12/19/95,20.6,1.65,54,19.8,0,0,0,
Gilda Maria de Oliveira,wrestling,BRA,female,8/6/83,33.0,1.69,69,24.2,0,0,0,
Giles Scott,sailing,GBR,male,6/23/87,29.1,1.97,95,24.5,1,0,0,
Gili Cohen,judo,ISR,female,6/19/91,25.1,1.60,52,20.3,0,0,0,
Gilles Muller,tennis,LUX,male,5/9/83,33.3,1.93,90,24.2,0,0,0,
Gilles Simon,tennis,FRA,male,12/27/84,31.6,1.83,70,20.9,0,0,0,
Gillian Sanders,triathlon,RSA,female,10/15/81,34.8,1.68,53,18.8,0,0,0,
Gillies Kaka,rugby sevens,NZL,male,5/28/90,26.2,1.85,90,26.3,0,0,0,
Gilvan Bitencourt Ribeiro,canoe,BRA,male,5/8/89,27.3,1.80,83,25.6,0,0,0,
Gina Bass,athletics,GAM,female,5/3/95,21.3,,,,0,0,0,
Gina Luckenkemper,athletics,GER,female,11/21/96,19.7,1.70,56,19.4,0,0,0,
Ginga Munetomo,gymnastics,JPN,male,4/7/94,22.3,1.65,55,20.2,0,0,0,
Gintare Scheidt,sailing,LTU,female,11/12/82,33.8,1.72,63,21.3,0,0,0,
Giordan Harris,aquatics,MHL,male,4/19/93,23.3,1.85,99,28.9,0,0,0,
Giordano Benedetti,athletics,ITA,male,5/22/89,27.2,1.89,68,19.0,0,0,0,
Giorgi Chkheidze,weightlifting,GEO,male,10/30/97,18.8,1.78,105,33.1,0,0,0,
Giorgia Bordignon,weightlifting,ITA,female,5/24/87,29.2,1.61,63,24.3,0,0,0,
Giorgia Bronzini,cycling,ITA,female,8/3/83,33.0,1.60,54,21.1,0,0,0,
Giorgio Avola,fencing,ITA,male,5/8/89,27.3,1.78,72,22.7,0,0,0,
Giorgio Poggi,sailing,ITA,male,8/26/81,35.0,1.86,100,28.9,0,0,0,
Giovana Prado Pass,equestrian,BRA,female,3/30/98,18.4,1.67,59,21.2,0,0,0,
Giovani Lo Celso,football,ARG,male,4/9/96,20.3,1.69,72,25.2,0,0,0,
Giovanna Pedroso,aquatics,BRA,female,10/15/98,17.8,1.62,57,21.7,0,0,0,
Giovanni Abagnale,rowing,ITA,male,1/11/95,21.6,1.98,90,23.0,0,0,1,
Giovanni Battista Bardis,weightlifting,FRA,male,5/21/87,29.2,1.77,85,27.1,0,0,0,
Giovanni Cernogoraz,shooting,CRO,male,12/27/82,33.6,1.86,90,26.0,0,0,0,
Giovanni Codrington,athletics,NED,male,7/17/88,28.1,1.77,84,26.8,0,0,0,
Giovanni de Gennaro,canoe,ITA,male,7/21/92,24.1,1.85,80,23.4,0,0,0,
Giovanni Pellielo,shooting,ITA,male,1/11/70,46.6,1.73,96,32.1,0,1,0,
Giovanni Simeone,football,ARG,male,7/5/95,21.1,1.68,76,26.9,0,0,0,
Giovanni Tocci,aquatics,ITA,male,8/31/94,21.9,1.75,68,22.2,0,0,0,
Giselle Ansley,hockey,GBR,female,3/31/92,24.4,1.76,73,23.6,1,0,0,
Githa Michiels,cycling,BEL,female,3/28/83,33.4,1.66,60,21.8,0,0,0,
Giulia Conti,sailing,ITA,female,11/4/85,30.8,1.73,62,20.7,0,0,0,
Giulia Emmolo,aquatics,ITA,female,10/16/91,24.8,1.71,67,22.9,0,1,0,
Giulia Gorlero,aquatics,ITA,female,9/26/90,25.9,1.80,73,22.5,0,1,0,
Giulia Molinaro,golf,ITA,female,7/23/90,26.1,1.78,72,22.7,0,0,0,
Giulia Sergas,golf,ITA,female,12/26/79,36.6,1.77,64,20.4,0,0,0,
Giulia Steingruber,gymnastics,SUI,female,3/24/94,22.4,1.60,56,21.9,0,0,1,
Giulio Dressino,canoe,ITA,male,11/5/92,23.8,1.83,75,22.4,0,0,0,
Giuseppe Giordano,shooting,ITA,male,7/16/74,42.1,1.70,73,25.3,0,0,0,
Giuseppe Vicino,rowing,ITA,male,2/26/93,23.5,1.95,95,25.0,0,0,1,
